name,rating,rating_norm,price_range,is_sponsored,latitude,longitude,has_delivery,is_premium,reviews,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5,IsIn_MICHELIN_Guide,num_cuisines,Italian,American,Chinese,Healthy,Seafood,Middle Eastern,International,Indian,Central Asian,Bar,European,Pizza,Asian,Latin,Japanese,Cafe,British,French,Fast Food,African,Vegan,Halal/Kosher,Gluten-free,Vegetarian friendly,The menu does not match the diets,Parking,Free Wifi,Dog Friendly,Options for PWD, Has Diff Payment Options,Family,Good Location,Gift Cards,Alcohol,Reservations,Has Diff Dining Services,Entertainment
Windsor Castle N2,4.5,0.7211120136822641,$$ - $$$,False,51.59365,-0.17094,False,False,28,2.0,1.0,1.0,2.0,22.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Dan & Angel Restaurant,4.5,0.7211120136822641,$$ - $$$,False,51.460503,-0.176186,False,False,165,8.0,4.0,9.0,31.0,113.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
Sapporo Ichiban,3.5,-1.3774105049090426,$$ - $$$,False,51.445114,-0.021844,False,False,117,17.0,10.0,14.0,29.0,47.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Taste Of China - Angel N1,4.0,-0.32814924561338926,$$ - $$$,False,51.532375,-0.106464,False,False,23,4.0,1.0,1.0,5.0,12.0,0.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Deli Boutique,4.5,0.7211120136822641,$$ - $$$,False,51.46035,-0.176794,False,False,60,3.0,3.0,5.0,11.0,38.0,0.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Sir Richard Steele,3.5,-1.3774105049090426,$$ - $$$,False,51.546932,-0.158917,False,False,112,19.0,16.0,11.0,21.0,45.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
Tai Pan,4.0,-0.32814924561338926,$$ - $$$,False,51.4393,0.07018,False,False,100,15.0,8.0,6.0,18.0,53.0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Lamezia Italian Restaurant,5.0,1.7703732729779174,$$ - $$$,False,51.54981,-0.108629,True,False,10,0.0,0.0,0.0,1.0,9.0,0.0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0
Negi & Nori,5.0,1.7703732729779174,$$ - $$$,False,51.527874,-0.077799,False,False,19,1.0,0.0,0.0,0.0,18.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0
The Olive,4.0,-0.32814924561338926,$$ - $$$,False,51.409508,-0.231002,True,False,142,10.0,10.0,21.0,39.0,62.0,0.0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Van hing,4.0,-0.32814924561338926,$,False,51.473804,-0.089862,False,False,56,4.0,5.0,3.0,23.0,21.0,0.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
"Daylesford Organic Farmshop and Café, Pimlico",3.5,-1.3774105049090426,$$ - $$$,False,51.49057,-0.153356,True,False,235,28.0,34.0,34.0,71.0,68.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
The Railway,4.0,-0.32814924561338926,$$ - $$$,False,51.41841,-0.134747,False,False,118,8.0,9.0,7.0,30.0,64.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Tumnan Thai,4.0,-0.32814924561338926,$$ - $$$,False,51.46491,-0.158926,True,False,140,11.0,5.0,7.0,35.0,82.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
Savannah,4.0,-0.32814924561338926,$$ - $$$,False,51.506245,-0.23315,True,False,7,1.0,1.0,0.0,0.0,5.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Vermicelli Restaurant,5.0,1.7703732729779174,$$ - $$$,False,51.42893,-0.166284,True,False,25,0.0,0.0,0.0,0.0,25.0,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Restaurant Francatelli,4.5,0.7211120136822641,$$ - $$$,False,51.50615,-0.140274,False,False,7,0.0,0.0,1.0,1.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0
Never For Ever,4.5,0.7211120136822641,$$ - $$$,False,51.55407,-0.144742,False,False,20,0.0,2.0,1.0,1.0,16.0,0.0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Lissome Italian  Restaurant,4.5,0.7211120136822641,$$ - $$$,False,51.54351,-0.075765,True,False,31,1.0,1.0,0.0,3.0,26.0,0.0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0
Abd El Wahab,4.0,-0.32814924561338926,$$ - $$$,False,51.49746,-0.156494,False,False,113,11.0,3.0,8.0,25.0,66.0,0.0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
Little Vietnam,4.0,-0.32814924561338926,$,False,51.41571,-0.192852,True,False,146,9.0,5.0,9.0,42.0,81.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
New Culture Revolution,3.5,-1.3774105049090426,$$ - $$$,False,51.48474,-0.175037,False,False,119,12.0,13.0,15.0,41.0,38.0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
The Whitechapel Refectory,4.0,-0.32814924561338926,$$ - $$$,False,51.515907,-0.070014,True,False,102,4.0,4.0,11.0,45.0,38.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
The Manor Arms,4.0,-0.32814924561338926,$$ - $$$,False,51.4282,-0.13221,False,False,166,14.0,14.0,17.0,53.0,68.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1
Tonkotsu Stratford,3.5,-1.3774105049090426,$$ - $$$,False,51.541855,-0.008717,True,False,97,17.0,13.0,9.0,27.0,31.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0
Bibida,4.0,-0.32814924561338926,$$ - $$$,False,51.50862,-0.197686,True,False,16,3.0,0.0,3.0,0.0,10.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"Boulebar, South Bank",4.5,0.7211120136822641,$$ - $$$,False,51.50587,-0.113811,False,False,12,1.0,0.0,1.0,0.0,10.0,0.0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
Casereccio,4.5,0.7211120136822641,$$ - $$$,False,51.502323,-0.281603,False,False,239,11.0,3.0,8.0,26.0,191.0,0.0,6,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
The Distillery Bar,4.5,0.7211120136822641,$$ - $$$,False,51.505653,-0.101054,False,False,133,4.0,8.0,8.0,42.0,71.0,0.0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
Sebright Arms,4.0,-0.32814924561338926,$,False,51.531578,-0.062917,False,False,97,9.0,6.0,9.0,32.0,41.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Koka Restaurant ,5.0,1.7703732729779174,$$ - $$$,False,51.48516,-0.202611,True,False,13,0.0,0.0,0.0,0.0,13.0,0.0,5,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1
Pasha Mangal,4.0,-0.32814924561338926,$$ - $$$,False,51.44506,-0.15102,True,False,57,5.0,4.0,3.0,13.0,32.0,0.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0
The Running Horse,4.0,-0.32814924561338926,$$ - $$$,False,51.51311,-0.148417,False,False,189,22.0,9.0,20.0,52.0,86.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
Woolf & Whistle,3.5,-1.3774105049090426,$$ - $$$,False,51.52436,-0.128436,False,False,41,4.0,2.0,10.0,10.0,15.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
The Shaftesbury Tavern,4.5,0.7211120136822641,$$ - $$$,False,51.56976,-0.12369,False,False,36,0.0,0.0,2.0,6.0,28.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
La Tua Pasta,4.0,-0.32814924561338926,$$ - $$$,False,51.89813,-1.155075,False,False,47,8.0,2.0,4.0,8.0,25.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
The Fat Walrus,4.5,0.7211120136822641,$$ - $$$,False,51.47399,-0.034129,False,False,107,3.0,4.0,12.0,22.0,66.0,0.0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0
Hope and Anchor Brixton,4.0,-0.32814924561338926,$$ - $$$,False,51.45962,-0.126654,False,False,143,22.0,4.0,4.0,19.0,94.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
3KOBROS Korean Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.48947,-0.02159,True,True,16,2.0,0.0,2.0,1.0,11.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0
Wahaca Shoreditch,4.0,-0.32814924561338926,$$ - $$$,False,51.525738,-0.084008,True,False,148,11.0,8.0,12.0,38.0,79.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Loka,4.0,-0.32814924561338926,$$ - $$$,False,51.498543,-0.183878,True,False,31,3.0,3.0,0.0,5.0,20.0,0.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
BEASY Soho,4.5,0.7211120136822641,$$ - $$$,False,51.514515,-0.131339,True,False,12,1.0,0.0,1.0,1.0,9.0,0.0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
Little Lamb,3.5,-1.3774105049090426,$$ - $$$,False,51.511944,-0.132022,False,False,91,18.0,4.0,15.0,25.0,29.0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
Little House Mayfair,4.0,-0.32814924561338926,$$ - $$$,False,51.60727,-0.07556,False,False,64,5.0,2.0,3.0,18.0,36.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Radio Alice Pizzeria,4.0,-0.32814924561338926,$$ - $$$,False,51.52787,-0.081397,False,False,150,8.0,10.0,17.0,23.0,92.0,0.0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
The Corner Terrace,4.5,0.7211120136822641,$$ - $$$,False,51.509686,-0.286253,True,False,50,3.0,1.0,2.0,11.0,33.0,0.0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
Wild Heart Bar & Shokudo,4.0,-0.32814924561338926,$$ - $$$,False,51.51162,-0.138413,False,False,108,8.0,9.0,6.0,13.0,72.0,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0
Six By Nico London,4.5,0.7211120136822641,$$ - $$$,False,51.518883,-0.135426,False,False,20,1.0,0.0,2.0,6.0,11.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Bisou Cafe Diner,4.5,0.7211120136822641,$,False,51.530087,-0.1163,True,False,119,3.0,1.0,3.0,23.0,89.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Le Bar,4.5,0.7211120136822641,$$ - $$$,False,51.51862,-0.100343,False,False,62,0.0,4.0,9.0,13.0,36.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0
Aysu Restaurant,4.5,0.7211120136822641,$$ - $$$,False,51.594883,-0.294716,True,False,10,1.0,0.0,0.0,3.0,6.0,0.0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
East Dulwich Tavern,3.5,-1.3774105049090426,$$ - $$$,False,51.460438,-0.0752,True,False,97,10.0,6.0,17.0,36.0,28.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
Vinoteca Marylebone,4.0,-0.32814924561338926,$$ - $$$,False,51.51491,-0.161239,False,False,262,8.0,14.0,15.0,119.0,106.0,0.0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Fox & Hounds,4.5,0.7211120136822641,$$ - $$$,False,51.460907,-0.217643,False,False,90,6.0,1.0,4.0,5.0,74.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
Il Piccolo Villaggio,4.0,-0.32814924561338926,$$ - $$$,False,51.593266,-0.171853,True,False,104,5.0,6.0,11.0,28.0,54.0,0.0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Asiatique Thai Restaurant - Battersea,5.0,1.7703732729779174,$$ - $$$,False,51.47331,-0.161458,True,False,9,0.0,0.0,0.0,0.0,9.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Tenshi,3.5,-1.3774105049090426,$$ - $$$,False,51.53564,-0.103856,True,False,234,34.0,25.0,26.0,78.0,71.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
The Rum Kitchen,3.5,-1.3774105049090426,$$ - $$$,False,51.461548,-0.113792,False,False,334,63.0,42.0,39.0,36.0,154.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0
The Greenwich Pensioner,4.5,0.7211120136822641,$$ - $$$,False,51.509556,-0.010767,False,False,27,2.0,0.0,2.0,3.0,20.0,0.0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
The Angelic,3.5,-1.3774105049090426,$$ - $$$,False,51.534805,-0.10727,False,False,183,22.0,20.0,14.0,53.0,74.0,0.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1
The Pickled Hen,4.0,-0.32814924561338926,$$ - $$$,False,51.51624,-0.163514,False,False,263,26.0,28.0,31.0,39.0,139.0,0.0,6,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
Vine Leaves,4.5,0.7211120136822641,$$ - $$$,False,51.50605,-0.23095,True,False,141,9.0,5.0,7.0,21.0,99.0,0.0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
Round Falafel,5.0,1.7703732729779174,$,False,51.537346,-0.145326,False,False,28,0.0,0.0,0.0,1.0,27.0,0.0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Food Filosophy,4.5,0.7211120136822641,$$ - $$$,False,51.49624,-0.147268,True,False,63,2.0,2.0,6.0,19.0,34.0,0.0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Cafe Nawaz,4.0,-0.32814924561338926,$$ - $$$,False,51.502163,-0.08788,True,False,90,6.0,3.0,8.0,27.0,46.0,0.0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Melur,3.5,-1.3774105049090426,$$ - $$$,False,51.51825,-0.167767,True,False,179,25.0,21.0,29.0,61.0,43.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
E-Mono,4.5,0.7211120136822641,$,False,51.56582,-0.106971,True,False,59,1.0,1.0,2.0,6.0,49.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Number 90 Bar and Kitchen,3.5,-1.3774105049090426,$$ - $$$,False,51.544483,-0.022617,False,False,242,55.0,29.0,23.0,47.0,88.0,0.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0
Acacus,4.5,0.7211120136822641,$$ - $$$,False,51.51965,-0.155514,True,False,49,2.0,0.0,1.0,7.0,39.0,0.0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0
Thai Square Putney Bridge,3.5,-1.3774105049090426,$$ - $$$,False,51.46717,-0.217145,True,False,360,53.0,56.0,67.0,94.0,90.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Caviar House & Prunier SeafoodBar Selfridges,4.5,0.7211120136822641,$$ - $$$,False,51.514614,-0.153961,False,False,66,1.0,1.0,4.0,21.0,39.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
Acton Cafe,5.0,1.7703732729779174,$,False,51.51657,-0.26713,True,False,26,0.0,0.0,0.0,6.0,20.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Base,4.5,0.7211120136822641,$,False,51.502377,-0.28141,True,False,88,4.0,4.0,7.0,7.0,66.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0
Namkeen Restaurant Tooting,4.0,-0.32814924561338926,$$ - $$$,False,51.433125,-0.163366,True,False,14,1.0,1.0,1.0,2.0,9.0,0.0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1
New Moon,4.0,-0.32814924561338926,$$ - $$$,False,51.512924,-0.084267,False,False,115,8.0,2.0,20.0,27.0,58.0,0.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1
Le Hanoi,4.0,-0.32814924561338926,$$ - $$$,False,51.511963,-0.13129,False,False,269,28.0,18.0,30.0,90.0,103.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
The White Horse - Appold Street,4.5,0.7211120136822641,$$ - $$$,False,51.519936,-0.081791,False,False,103,3.0,4.0,8.0,23.0,65.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Docklands - St Katharine's Dock,4.5,0.7211120136822641,$$ - $$$,False,51.505882,-0.070552,False,False,58,2.0,2.0,2.0,14.0,38.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Cafe Fleur,4.5,0.7211120136822641,$,False,51.45577,-0.18901,True,False,114,5.0,10.0,6.0,11.0,82.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
Curry Paradise,4.0,-0.32814924561338926,$$ - $$$,False,51.454975,-0.119398,True,False,79,5.0,5.0,4.0,20.0,45.0,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Khun Pakin Thai,4.5,0.7211120136822641,$$ - $$$,False,51.492805,-0.233246,False,False,18,2.0,0.0,1.0,2.0,13.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Abbey Bar,4.0,-0.32814924561338926,$$ - $$$,False,51.5124,-0.075383,False,False,227,24.0,15.0,18.0,65.0,105.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1
Saray Restaurant,4.5,0.7211120136822641,$$ - $$$,False,51.452045,-0.101238,True,False,73,5.0,2.0,2.0,11.0,53.0,0.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Brags and Brams,4.5,0.7211120136822641,$$ - $$$,False,51.531097,-0.067799,True,False,14,1.0,0.0,1.0,0.0,12.0,0.0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
The Cellar Taps,4.0,-0.32814924561338926,$$ - $$$,False,51.550568,-0.086469,False,False,98,10.0,8.0,2.0,21.0,57.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
The Cadogan Lounge by Benoit Blin,4.5,0.7211120136822641,$$ - $$$,False,51.49696,-0.15929,False,False,9,0.0,0.0,2.0,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
China Noodle Restaurant,3.5,-1.3774105049090426,$,False,51.45043,0.058916,False,False,62,13.0,3.0,3.0,18.0,25.0,0.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Cannons Traditional Fish and Chips,3.5,-1.3774105049090426,$$ - $$$,False,51.624603,-0.123391,True,False,165,24.0,19.0,21.0,35.0,66.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Band of Burgers - Brick Lane,4.0,-0.32814924561338926,$$ - $$$,False,51.516956,-0.069747,False,False,162,13.0,13.0,14.0,27.0,95.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1
Fatoush,4.0,-0.32814924561338926,$$ - $$$,False,51.518383,-0.167944,False,False,111,10.0,7.0,21.0,32.0,41.0,0.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Ippudo Villiers St,4.5,0.7211120136822641,$$ - $$$,False,51.508057,-0.123683,True,False,80,5.0,1.0,6.0,21.0,47.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
