,name,rating,price_range,price_range_numeric,is_sponsored,latitude,longitude,has_delivery,is_premium,reviews,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5,IsIn_MICHELIN_Guide,is close to sightseeng,num_cuisines,Italian,American,Chinese,Healthy,Seafood,Middle Eastern,International,Indian,Central Asian,Bar,European,Pizza,Asian,Latin,Japanese,Cafe,British,French,Fast Food,African,Vegan,Halal/Kosher,Gluten-free,Vegetarian friendly,The menu does not match the diets,Parking,Free Wifi,Dog Friendly,Options for PWD, Has Diff Payment Options,Family,Good Location,Gift Cards,Alcohol,Reservations,Has Diff Dining Services,Entertainment
4408,The Green Papaya,4.0,$$ - $$$,2.5,0,51.540474,-0.055594,0,0,174,13.0,15.0,12.0,51.0,83.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4409,Duchess of Kent,4.0,$$ - $$$,2.5,0,51.54644,-0.108769,0,0,208,31.0,13.0,14.0,38.0,112.0,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1
4410,The Locals Cafe,4.0,$$ - $$$,2.5,0,51.487938,-0.149909,0,0,82,5.0,5.0,8.0,13.0,51.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
4411,Butchies Shoreditch,4.0,$$ - $$$,2.5,0,51.526062,-0.082258,1,0,83,9.0,8.0,7.0,19.0,40.0,0.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4412,The Cuckfield,3.5,$$ - $$$,2.5,0,51.579285,0.024879,0,0,449,87.0,71.0,51.0,78.0,162.0,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
4413,Hokus Pokus,4.5,$$ - $$$,2.5,0,51.529873,-0.123717,0,0,17,0.0,2.0,0.0,1.0,14.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
4414,Bricklayer's Arms,4.5,$$ - $$$,2.5,0,51.466114,-0.216687,0,0,38,1.0,1.0,4.0,10.0,22.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4415,Kaosarn,3.5,$$ - $$$,2.5,0,51.460564,-0.176472,1,0,346,74.0,20.0,29.0,77.0,146.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4416,Passyunk Avenue (waterloo),4.0,$$ - $$$,2.5,0,51.50143,-0.1152,0,0,11,2.0,0.0,2.0,1.0,6.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4417,Urban Meadow Cafe and Bar,4.0,$$ - $$$,2.5,0,51.51026,-0.190426,0,0,684,70.0,60.0,76.0,185.0,293.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
4418,The Hyde Restaurant & Bar,3.5,$$ - $$$,2.5,0,51.51394,-0.176224,0,0,68,14.0,5.0,4.0,7.0,38.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
4419,Bosa Kitchen,4.5,$$ - $$$,2.5,0,51.444935,-0.204162,1,0,175,4.0,6.0,10.0,18.0,137.0,0.0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
4420,Hamptons Bar,4.5,$$ - $$$,2.5,0,51.498386,-0.13723,0,0,144,2.0,4.0,14.0,33.0,91.0,0.0,1,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1
4421,Thai O'CHA Restaurant,4.5,$$ - $$$,2.5,0,51.52256,-0.071428,1,0,26,1.0,0.0,0.0,5.0,20.0,0.0,1,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
4422,1947 Restaurant & Bar,4.5,$$ - $$$,2.5,0,51.51562,-0.075282,1,0,84,5.0,7.0,5.0,10.0,57.0,0.0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1
4423,Buster Mantis,4.0,$$ - $$$,2.5,0,51.478706,-0.025708,0,0,55,5.0,3.0,6.0,11.0,30.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
4424,Engawa,4.0,$$$$,4.0,0,51.51123,-0.134575,0,0,232,20.0,14.0,21.0,53.0,124.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
4425,Chakana Restaurant London ,5.0,$$ - $$$,2.5,0,51.536846,-0.061865,1,0,31,0.0,1.0,0.0,1.0,29.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
4426,Faraya,4.5,$$ - $$$,2.5,0,51.49305,-0.176033,1,0,19,2.0,0.0,0.0,1.0,16.0,0.0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
4427,1901 Wine Lounge,4.0,$$$$,4.0,0,51.51729,-0.08171,0,0,338,15.0,17.0,43.0,106.0,157.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
4428,Fentiman Arms,3.5,$$ - $$$,2.5,0,51.48103,-0.118124,0,0,409,62.0,49.0,59.0,74.0,168.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1
4429,The Gipsy Queen,4.0,$$ - $$$,2.5,0,51.55083,-0.15484,1,0,71,7.0,2.0,7.0,12.0,43.0,0.0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1
4430,Palm Court,4.5,$$ - $$$,2.5,0,51.52263,-0.125167,0,0,73,2.0,3.0,3.0,6.0,59.0,0.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0
4431,Haandi Restaurant,4.0,$$ - $$$,2.5,0,51.49892,-0.166196,1,0,337,25.0,13.0,37.0,125.0,137.0,0.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
4432,Ayannas London,4.0,$$ - $$$,2.5,0,51.505287,-0.007114,1,0,140,19.0,8.0,13.0,31.0,69.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1
4433,Passione Vino,5.0,$$ - $$$,2.5,0,51.524727,-0.082412,0,0,33,0.0,1.0,1.0,3.0,28.0,0.0,0,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
4434,Truffle Burger - St. Christophers Place,4.5,$$ - $$$,2.5,0,51.51533,-0.151101,1,0,20,0.0,1.0,1.0,2.0,16.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0
4435,Honest Burgers London Bridge - Tooley Street,4.0,$$ - $$$,2.5,0,51.504307,-0.083531,0,0,82,7.0,3.0,10.0,10.0,52.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4436,Pho,4.0,$$ - $$$,2.5,0,51.519154,-0.07668,1,0,298,20.0,17.0,37.0,109.0,115.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
4437,Wine and Mousaka,4.5,$$ - $$$,2.5,0,51.51609,-0.30152,0,0,177,4.0,5.0,14.0,33.0,121.0,0.0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
4438,Tenmaru,4.5,$$ - $$$,2.5,0,51.56565,-0.10824,1,0,20,0.0,1.0,3.0,3.0,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4439,"The Queen's Head, Hammersmith",4.0,$$ - $$$,2.5,0,51.496006,-0.220671,0,0,265,25.0,22.0,27.0,85.0,107.0,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1
4440,Fitzroy - Wine Cellar & Kitchen,4.5,$$ - $$$,2.5,0,51.52221,-0.140753,1,0,99,4.0,2.0,4.0,11.0,78.0,0.0,1,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
4441,Chambeli Restaurant,3.5,$$ - $$$,2.5,0,51.521114,-0.123537,1,0,343,36.0,37.0,53.0,111.0,106.0,0.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
4442,Aloo Tama Nepalese Restaurant,4.5,$$ - $$$,2.5,0,51.49552,-0.136835,1,0,43,1.0,1.0,2.0,4.0,35.0,0.0,1,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0
4443,Ikeda,4.5,$$$$,4.0,0,51.51311,-0.146353,0,0,118,6.0,5.0,7.0,20.0,80.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
4444,The Factory House,4.0,$$ - $$$,2.5,0,51.512463,-0.082698,0,0,122,8.0,9.0,18.0,50.0,37.0,0.0,1,6,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0
4445,The Table Battersea,4.5,$$ - $$$,2.5,0,51.460445,-0.165305,0,0,17,1.0,2.0,0.0,1.0,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4446,Eat Vietnam bar b grill,4.5,$$ - $$$,2.5,0,51.483936,-0.032243,0,0,95,3.0,3.0,2.0,20.0,67.0,0.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
4447,Maru,4.5,$$$$,4.0,0,51.506695,-0.146289,0,0,23,2.0,0.0,1.0,1.0,19.0,1.0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4448,Edera,4.0,$$$$,4.0,0,51.506355,-0.209279,1,0,228,17.0,15.0,31.0,71.0,94.0,0.0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4449,BOnA Sourdough Pizza,4.5,$,1.0,0,51.43824,-0.054245,1,0,124,5.0,8.0,10.0,19.0,82.0,0.0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
4450,Tonkotsu Notting Hill,4.5,$$ - $$$,2.5,0,51.515736,-0.205335,1,0,71,5.0,1.0,5.0,19.0,41.0,0.0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
4451,The Portland Arms Pub,4.5,$$ - $$$,2.5,0,51.394184,-0.067344,1,0,76,1.0,3.0,4.0,7.0,61.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
4452,Shad Indian Restaurant,4.0,$$ - $$$,2.5,0,51.504604,-0.082735,1,0,442,47.0,32.0,38.0,132.0,193.0,0.0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
4453,Peckham Bazaar,4.0,$$ - $$$,2.5,0,51.467712,-0.061933,0,0,268,24.0,11.0,24.0,71.0,138.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
4454,King and Queen,4.5,$,1.0,0,51.520233,-0.138637,0,0,39,0.0,1.0,1.0,11.0,26.0,0.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
4455,Baba ghanouj,5.0,$$ - $$$,2.5,0,51.493866,-0.181895,0,0,28,0.0,0.0,1.0,4.0,23.0,0.0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
4456,Antepliler,4.0,$$ - $$$,2.5,0,51.579304,-0.099001,1,0,398,59.0,27.0,45.0,89.0,178.0,0.0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
4457,Botanica,3.5,$$ - $$$,2.5,0,51.492302,-0.178706,0,0,23,3.0,5.0,1.0,1.0,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4458,Dosa World,4.0,$,1.0,0,51.520317,-0.071442,0,0,180,13.0,6.0,6.0,55.0,100.0,0.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4459,Vinoteca City,3.5,$$ - $$$,2.5,0,51.512005,-0.090692,0,0,100,8.0,10.0,20.0,32.0,30.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0
4460,Llama Inn London,3.5,$$$$,4.0,0,51.52536,-0.083616,0,0,24,6.0,1.0,2.0,4.0,11.0,0.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0
4461,Colombo Kitchen Putney,4.5,$$ - $$$,2.5,0,51.46146,-0.21914,1,0,15,0.0,0.0,1.0,2.0,12.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4462,Taksim Restaurant,4.5,$$ - $$$,2.5,0,51.47313,-0.014741,1,0,80,4.0,0.0,0.0,10.0,66.0,0.0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
4463,Bennie Restaurant & Bar Fitzrovia,4.5,$$ - $$$,2.5,0,51.519207,-0.142071,1,0,19,1.0,2.0,0.0,2.0,14.0,0.0,1,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0
4464,Sumac Restaurant,4.5,$$$$,4.0,0,51.446526,-0.327699,1,0,19,2.0,0.0,0.0,0.0,17.0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0
4465,Chilli Cool,3.5,$$ - $$$,2.5,0,51.5266,-0.124759,0,0,228,34.0,16.0,38.0,74.0,66.0,0.0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4466,The Devonshire,3.5,$$ - $$$,2.5,0,51.446884,-0.149007,0,0,290,43.0,34.0,41.0,47.0,125.0,1.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1
4467,Pizza Express,3.5,$$ - $$$,2.5,0,51.50826,-0.096103,1,0,716,71.0,59.0,100.0,270.0,216.0,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
4468,The Tommyfield,4.0,$$ - $$$,2.5,0,51.48864,-0.110872,0,0,299,24.0,29.0,41.0,99.0,106.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1
4469,Thai Terrace,3.0,$$ - $$$,2.5,0,51.499443,-0.192597,0,0,466,83.0,63.0,84.0,128.0,108.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4470,The White Haus,4.5,$$ - $$$,2.5,0,51.51533,-0.104387,0,0,66,3.0,1.0,1.0,7.0,54.0,0.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
4471,Karamay Uyghur Cuisine,5.0,$$ - $$$,2.5,0,51.516155,-0.141695,0,0,8,0.0,0.0,0.0,1.0,7.0,0.0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
4472,Byron Central St Giles,4.0,$$ - $$$,2.5,0,51.5158,-0.12669,1,0,385,24.0,19.0,63.0,154.0,125.0,0.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0
4473,Golborne Deli & Bistro,4.5,$$ - $$$,2.5,0,51.52147,-0.209269,0,0,155,3.0,2.0,8.0,39.0,103.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4474,Wagamama,4.0,$$ - $$$,2.5,0,51.5137,-0.100721,0,0,142,5.0,6.0,16.0,45.0,70.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
4475,The Crown,3.5,$$ - $$$,2.5,0,51.49022,-0.173385,0,0,57,14.0,4.0,6.0,10.0,23.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1
4476,No. 10 Restaurant,3.5,$$ - $$$,2.5,0,51.49292,-0.192798,1,0,114,16.0,8.0,17.0,31.0,42.0,0.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4477,Al Forno,4.0,$$ - $$$,2.5,0,51.464344,-0.237052,1,0,214,16.0,7.0,20.0,52.0,119.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1
4478,Mosaic Kitchen,5.0,$$ - $$$,2.5,0,51.49792,-0.30553,0,0,19,0.0,0.0,0.0,0.0,19.0,0.0,0,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
4479,Frankie & Benny's - Surrey Quays,4.0,$$ - $$$,2.5,0,51.495262,-0.044733,0,0,621,89.0,56.0,45.0,67.0,364.0,0.0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1
4480,Eat Tokyo,4.0,$$ - $$$,2.5,0,51.508064,-0.197515,0,0,373,48.0,21.0,31.0,110.0,163.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
4481,Nusr-Et,3.0,$$$$,4.0,0,51.501995,-0.158711,1,0,368,164.0,25.0,16.0,15.0,149.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0
4482,Firecracker Restaurant,4.0,$$ - $$$,2.5,0,51.494892,-0.127093,0,0,242,21.0,25.0,28.0,81.0,87.0,0.0,1,5,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0
4483,Behesht Restaurant,3.5,$$ - $$$,2.5,0,51.531925,-0.232609,1,0,454,93.0,46.0,45.0,113.0,157.0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
4484,The Jasmine by Spice Nouv-Oh!,5.0,$$ - $$$,2.5,0,51.458313,0.131793,0,0,317,2.0,3.0,7.0,25.0,280.0,0.0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
4485,The Corner Room,4.0,$$ - $$$,2.5,0,51.530285,-0.055164,0,0,266,13.0,24.0,25.0,61.0,143.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
4486,Restaurant Yoshino,4.0,$$ - $$$,2.5,0,51.50924,-0.137041,0,0,241,6.0,14.0,33.0,67.0,121.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4487,Honest Smash + Grab Liverpool St,4.0,$$ - $$$,2.5,0,51.517246,-0.083424,0,0,43,4.0,5.0,5.0,8.0,21.0,0.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4488,Apadana Persian Restaurant,4.0,$$ - $$$,2.5,0,51.49752,-0.203314,1,0,206,27.0,18.0,19.0,43.0,99.0,0.0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
4489,Pittabun,4.5,$,1.0,0,51.51353,-0.13853,0,0,53,1.0,0.0,3.0,16.0,33.0,0.0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0
4490,Holy Pitta Yeeros House,4.0,$,1.0,0,51.53617,-0.10341,1,0,168,26.0,9.0,9.0,21.0,103.0,0.0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4491,Ambrosia,4.0,$$ - $$$,2.5,0,51.63221,-0.095736,1,0,152,9.0,7.0,16.0,39.0,81.0,0.0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1
4492,West 4th,4.5,$$ - $$$,2.5,0,51.473606,-0.196575,0,0,35,0.0,2.0,5.0,1.0,27.0,0.0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4493,The Clerkenwell Kitchen,4.0,$$ - $$$,2.5,0,51.52406,-0.10663,0,0,60,1.0,6.0,2.0,23.0,28.0,0.0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
4494,Manuka kitchen,4.5,$$ - $$$,2.5,0,51.479774,-0.198939,1,0,274,8.0,5.0,17.0,52.0,193.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
4495,The Chandos,4.5,$,1.0,0,51.447605,-0.041151,1,0,50,3.0,2.0,3.0,13.0,29.0,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1
4496,All Bar One Victoria,4.0,$$ - $$$,2.5,0,51.49748,-0.136859,1,0,457,52.0,34.0,45.0,83.0,243.0,0.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
4497,Willows On The Roof,4.0,$$ - $$$,2.5,0,51.514977,-0.145349,0,0,151,23.0,10.0,10.0,12.0,96.0,0.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0
4498,Viet Grill,3.5,$$ - $$$,2.5,0,51.529102,-0.077751,1,0,320,30.0,44.0,65.0,97.0,84.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0
