,name,reviews,rating,price_range,is_sponsored,latitude,longitude,has_delivery,is_premium,cuisines,diets,dining_options,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5,IsIn_MICHELIN_Guide
2851,The Boot Pub,136,4.5,$,False,51.5274,-0.124094,False,False,"Bar, British, Pub",The menu does not match the diets,"Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar",7.0,1.0,9.0,49.0,70.0,0.0
2852,Spaghetti House Sicilian Avenue,758,4.0,$$ - $$$,False,51.518684,-0.121433,False,False,"Italian, Pizza, Mediterranean, European, Sicilian, Southern-Italian","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",43.0,41.0,106.0,253.0,315.0,0.0
2853,The Brush Grand Cafe,28,4.5,$$ - $$$,False,51.525387,-0.082224,False,False,European,Vegan options,"Reservations, Seating, Table Service",1.0,0.0,1.0,4.0,22.0,0.0
2854,Mali Vegan Thai Restaurant,97,4.5,$$ - $$$,False,51.492706,-0.192906,True,False,"Asian, Thai, Healthy","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,0.0,3.0,10.0,80.0,0.0
2855,Frankie & Benny's,802,4.0,$$ - $$$,False,51.50157,0.005532,False,False,"Italian, American, Bar, Pizza","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants, Gift Cards Available",78.0,70.0,90.0,148.0,416.0,0.0
2856,Bibi's Bankside,11,5.0,$,False,51.506516,-0.099895,False,False,"Mediterranean, Healthy",The menu does not match the diets,"Takeout, Buffet, American Express, Mastercard, Visa, Accepts Credit Cards, Family style",0.0,0.0,0.0,1.0,10.0,0.0
2857,The Good Earth,570,4.0,$$$$,False,51.616947,-0.245213,False,False,"Chinese, Asian, Cantonese, Szechuan, Shanghai, Hong Kong","Vegetarian friendly, Gluten free options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service",42.0,42.0,87.0,173.0,226.0,0.0
2858,Taro,491,4.0,$$ - $$$,False,51.511456,-0.135613,False,False,"Japanese, Sushi, Asian","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",26.0,20.0,61.0,204.0,180.0,0.0
2859,The Stag,238,4.0,$$ - $$$,False,51.553413,-0.161583,False,False,"Bar, British, Pub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Live Music, Gift Cards Available",28.0,18.0,15.0,70.0,107.0,0.0
2860,The Kings Arms,134,4.0,$$ - $$$,False,51.501415,-0.075693,False,False,"British, Grill, Pub, Gastropub",Vegetarian friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service",13.0,7.0,9.0,32.0,73.0,0.0
2861,The Londesborough,168,5.0,$$ - $$$,False,51.557716,-0.080607,True,False,"Bar, British, Pub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",2.0,3.0,8.0,9.0,146.0,0.0
2862,Franco Manca Greenwich,242,4.0,$$ - $$$,False,51.48126,-0.010043,True,False,"Italian, Pizza, Neapolitan, Campania, Southern-Italian","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service",24.0,16.0,14.0,36.0,152.0,0.0
2863,Naru Restaurant,150,4.0,$$ - $$$,False,51.516823,-0.126122,False,False,"Asian, Korean","Vegetarian friendly, Gluten free options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",11.0,7.0,15.0,59.0,58.0,0.0
2864,The Fortnum's Bar at Heathrow T5,209,4.0,$$ - $$$,False,51.45865,-0.44155,False,False,"Seafood, British","Vegetarian friendly, Vegan options, Gluten free options","Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",14.0,11.0,11.0,47.0,126.0,0.0
2865,San Marco Ristorante & Pizzeria,999,3.5,$$ - $$$,False,51.51552,-0.17438,False,False,Italian,"Vegetarian friendly, Vegan options","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",103.0,78.0,177.0,372.0,270.0,0.0
2866,Phoenix Arts Club,273,4.5,$$ - $$$,False,51.514324,-0.129704,False,False,"European, British","Vegetarian friendly, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Digital Payments, Cash Only, Free Wifi, Discover, Accepts Credit Cards, Table Service, Live Music",17.0,10.0,5.0,50.0,191.0,0.0
2867,Bar Tozino,187,4.5,$$ - $$$,False,51.49919,-0.075426,False,False,"Mediterranean, European, Spanish, Wine Bar, Basque",The menu does not match the diets,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Table Service",4.0,4.0,10.0,41.0,128.0,0.0
2868,Ixchel,46,4.0,$$$$,False,51.490433,-0.161779,False,False,Mexican,The menu does not match the diets,"Reservations, Private Dining, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, American Express, Mastercard, Free Wifi, Accepts Credit Cards, Table Service, Non-smoking restaurants",7.0,4.0,5.0,7.0,23.0,0.0
2869,Poppies Fish & Chips,163,4.5,$,False,51.520344,-0.074096,False,False,"Seafood, British",The menu does not match the diets,"Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",6.0,4.0,16.0,48.0,89.0,0.0
2870,Azzurro,134,4.5,$$ - $$$,False,51.4508,0.063042,False,False,"Italian, Pizza, Mediterranean, European, Sicilian, Southern-Italian","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service",3.0,4.0,9.0,17.0,101.0,0.0
2871,St John Marylebone,44,3.5,$$ - $$$,False,51.517593,-0.15064,False,False,British,The menu does not match the diets,"Reservations, Seating, Serves Alcohol, Table Service",6.0,7.0,7.0,7.0,17.0,0.0
2872,Cock Tavern,166,4.5,$$ - $$$,False,51.481407,-0.199363,False,False,"Bar, British, Pub","Vegetarian friendly, Gluten free options","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",8.0,4.0,18.0,43.0,93.0,0.0
2873,Petek,347,4.5,$$ - $$$,False,51.568398,-0.11026,False,False,"Mediterranean, European, Turkish, Middle Eastern","Vegetarian friendly, Vegan options, Halal, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,5.0,21.0,93.0,224.0,0.0
2874,Oak&Poppy,49,4.0,$$ - $$$,False,51.55508,-0.173053,False,False,Healthy,"Vegetarian friendly, Vegan options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Credit Cards, Table Service, Dog Friendly, Family style, Non-smoking restaurants, Gift Cards Available",2.0,5.0,3.0,12.0,27.0,0.0
2875,San Pietro ristorante italiano,148,4.5,$$ - $$$,False,51.496716,-0.193008,False,False,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian friendly, Vegan options","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",12.0,6.0,11.0,20.0,99.0,0.0
2876,Hudson's House,684,4.0,$$ - $$$,False,51.51767,-0.130517,False,False,European,"Vegetarian friendly, Vegan options","Reservations, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",23.0,32.0,73.0,244.0,312.0,0.0
2877,Taka Mayfair,69,4.5,$$ - $$$,False,51.50656,-0.146392,False,False,"Japanese, Sushi, Asian","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",1.0,3.0,5.0,17.0,43.0,0.0
2878,Ippudo Central St Giles,538,4.0,$$ - $$$,False,51.51578,-0.127719,False,False,"Japanese, Soups","Vegetarian friendly, Vegan options","Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",35.0,33.0,75.0,206.0,189.0,0.0
2879,Belair House & 1785,229,4.0,$$ - $$$,False,51.443256,-0.089472,False,False,"American, Cafe, International, British, Pub","Vegetarian friendly, Gluten free options","Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Discover, Accepts Credit Cards, Table Service, Dog Friendly, Family style",37.0,19.0,18.0,38.0,117.0,0.0
2880,Fairuz,259,4.0,$$ - $$$,False,51.51835,-0.151871,True,False,"Lebanese, Mediterranean, Middle Eastern","Vegetarian friendly, Vegan options, Halal, Gluten free options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",19.0,10.0,33.0,104.0,93.0,0.0
2881,La Mia Mamma Hollywood Road,82,4.0,$$ - $$$,False,51.485855,-0.18429,True,False,"Italian, Mediterranean",Vegetarian friendly,"Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Gift Cards Available",8.0,12.0,4.0,9.0,49.0,0.0
2882,Rasa N16,290,4.5,$$ - $$$,False,51.56219,-0.076345,True,False,Indian,"Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Seating, Street Parking, Highchairs Available, Serves Alcohol, Wine and Beer, American Express, Mastercard, Visa, Accepts Credit Cards, Table Service",16.0,9.0,17.0,83.0,165.0,0.0
2883,Sussex Bar & Restaurant,113,4.0,$$$$,False,51.51443,-0.132132,False,False,"European, British",Vegetarian friendly,"Reservations, Private Dining, Seating, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",7.0,10.0,12.0,19.0,66.0,0.0
2884,L' Antica Pizzeria Da Michele,452,4.0,$$ - $$$,False,51.513096,-0.131771,True,False,"Italian, Pizza, Neapolitan, Campania, Southern-Italian","Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants",78.0,37.0,25.0,26.0,286.0,0.0
2885,Kangnam Pocha,58,4.0,$$ - $$$,False,51.51556,-0.123407,False,False,"Asian, Korean, Grill",Vegetarian friendly,"Takeout, Seating, Serves Alcohol, Table Service",4.0,4.0,5.0,14.0,31.0,0.0
2886,Obica Mozzarella Bar ,478,4.0,$$ - $$$,False,51.514908,-0.137184,True,False,"Italian, Pizza, Romana","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",30.0,24.0,50.0,151.0,223.0,0.0
2887,The Adam & Eve - Mill Hill,576,3.5,$$ - $$$,False,51.61635,-0.218135,False,False,"Bar, International, British, Pub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Live Music, Dog Friendly, Family style, Sports bars, Gift Cards Available",95.0,56.0,76.0,126.0,223.0,0.0
2888,Honest Burgers Portobello,643,4.5,$$ - $$$,False,51.5155,-0.204719,False,False,"American, Fast Food","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Seating, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Accepts Credit Cards, Table Service",7.0,10.0,42.0,190.0,394.0,0.0
2889,Agra Restaurant,363,4.5,$$ - $$$,False,51.523552,-0.138454,True,False,"Indian, Asian, Balti","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, American Express, Mastercard, Visa, Accepts Credit Cards, Table Service",9.0,14.0,23.0,92.0,225.0,0.0
2890,Home Marylebone,56,4.0,$$ - $$$,False,51.520855,-0.152096,False,False,"Bar, Mediterranean, European, British, Healthy","Vegetarian friendly, Vegan options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",7.0,6.0,9.0,6.0,28.0,0.0
2891,Bar Douro City,47,4.5,$$ - $$$,False,51.519516,-0.084683,False,False,Portuguese,Vegetarian friendly,"Delivery, Reservations, Outdoor Seating, Seating, Serves Alcohol, Cash Only, Accepts Credit Cards, Table Service",1.0,3.0,1.0,8.0,34.0,0.0
2892,Zizzi - Earl's Court,1642,3.5,$$ - $$$,False,51.49278,-0.194182,True,False,Italian,"Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Cash Only, Free Wifi, Accepts Credit Cards, Table Service",142.0,134.0,270.0,559.0,537.0,0.0
2893,Hannah Japanese Restaurant,100,4.5,$$ - $$$,False,51.501354,-0.11848,False,False,"Japanese, Sushi, Asian","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service, Non-smoking restaurants",3.0,6.0,10.0,23.0,58.0,0.0
2894,Mountain View Restaurant Greenwich,404,4.5,$$ - $$$,False,51.48487,0.003959,True,False,"Indian, Asian, Nepali","Vegetarian friendly, Vegan options, Halal, Gluten free options","Delivery, Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",8.0,11.0,16.0,54.0,315.0,0.0
2895,Sushi Salsa,732,4.0,$$ - $$$,False,51.540794,-0.145604,True,False,"Japanese, Sushi, Asian, Fusion","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",81.0,36.0,100.0,220.0,296.0,0.0
2896,Boqueria,596,4.5,$$ - $$$,False,51.459854,-0.127197,False,False,"Mediterranean, European, Spanish","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",8.0,11.0,38.0,160.0,379.0,0.0
2897,The Last Judgment,29,4.5,$$ - $$$,False,51.515335,-0.111943,False,False,Gastropub,The menu does not match the diets,"Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",3.0,0.0,0.0,4.0,22.0,0.0
2898,Pizza Express,850,3.5,$$ - $$$,False,51.50844,-0.125865,True,False,Pizza,"Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",102.0,94.0,166.0,275.0,214.0,0.0
2899,"The Crown, Islington",123,4.5,$$ - $$$,False,51.537296,-0.109616,False,False,"British, Pub, Gastropub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Buffet, Private Dining, Seating, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Discover, Accepts Credit Cards, Table Service",6.0,6.0,3.0,29.0,79.0,0.0
2900,La Fromagerie,426,4.0,$$ - $$$,False,51.51987,-0.15231,False,False,"French, European","Vegetarian friendly, Gluten free options","Takeout, Seating, Serves Alcohol, Free Wifi, Table Service",19.0,22.0,36.0,138.0,211.0,0.0
2901,Khamsa,226,4.5,$$ - $$$,False,51.45975,-0.124995,False,False,"African, Algerian","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Street Parking, Cash Only, Table Service, BYOB",7.0,1.0,8.0,23.0,187.0,0.0
2902,The Lady Ottoline,351,4.0,$$ - $$$,False,51.52207,-0.115077,False,False,"International, British, Pub, Gastropub","Vegetarian friendly, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",16.0,19.0,33.0,116.0,167.0,0.0
2903,Trivet,83,4.0,$$$$,False,51.502213,-0.084717,False,False,"International, Wine Bar",The menu does not match the diets,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service",5.0,8.0,12.0,6.0,52.0,1.0
2904,Asado Steakhouse,79,5.0,$$ - $$$,False,51.552574,0.005763,False,False,"Steakhouse, Argentinean",The menu does not match the diets,"Reservations, Seating, Serves Alcohol, Table Service",1.0,2.0,2.0,5.0,69.0,0.0
2905,The Duke of Cambridge,348,4.0,$$ - $$$,False,51.53464,-0.098699,False,False,"Bar, European, British, Pub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",21.0,44.0,41.0,126.0,116.0,0.0
2906,Alice House West Hampstead,317,4.0,$$ - $$$,False,51.55095,-0.191615,True,False,"Bar, British, Contemporary, Pub, Gastropub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",26.0,21.0,42.0,104.0,125.0,0.0
2907,Tasting Italy - Italian Restaurant,373,4.0,$$ - $$$,False,51.50955,-0.131861,False,False,Indian,"Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Table Service, Gift Cards Available",31.0,38.0,43.0,94.0,167.0,0.0
2908,George,50,4.5,$$$$,False,51.5095,-0.1516,False,False,"European, British",The menu does not match the diets,"Reservations, Private Dining, Seating, Serves Alcohol, Table Service",2.0,2.0,1.0,16.0,29.0,0.0
2909,Cigalon,326,4.5,$$ - $$$,False,51.514572,-0.111381,False,False,"French, Bar, Mediterranean, European","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",9.0,11.0,25.0,106.0,175.0,0.0
2910,"Morty and Bob's, Kings Cross",130,3.5,$$ - $$$,False,51.536232,-0.126134,False,False,British,Vegetarian friendly,"Reservations, Seating, Serves Alcohol, Table Service",16.0,14.0,19.0,29.0,52.0,0.0
2911,Caffe 43,47,5.0,$,False,51.538116,-0.138828,False,False,"Cafe, British","Vegetarian friendly, Vegan options","Takeout, Seating, Table Service",0.0,0.0,1.0,6.0,40.0,0.0
2912,Eeshi's Kitchen,95,4.0,$$ - $$$,False,51.50742,0.021972,False,False,"Cafe, International, British, Contemporary","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Table Service, Gift Cards Available",10.0,2.0,9.0,21.0,53.0,0.0
2913,Sefa Restaurant,284,4.5,$$ - $$$,False,51.484547,0.002493,True,False,"Mediterranean, Barbecue, Turkish, Middle Eastern","Vegetarian friendly, Vegan options, Halal, Gluten free options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Credit Cards, Table Service",14.0,7.0,15.0,58.0,190.0,0.0
2914,The Clifton NW8,57,4.0,$$ - $$$,False,51.53589,-0.185136,False,False,"Bar, British, Pub, Gastropub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Street Parking, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",3.0,1.0,6.0,18.0,29.0,0.0
2915,Solus Restaurant & Bar - Holborn,33,5.0,$$ - $$$,False,51.522694,-0.114373,False,False,"French, Steakhouse, Bar, Seafood, European","Vegetarian friendly, Vegan options","Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Accepts Credit Cards, Table Service",0.0,0.0,0.0,2.0,31.0,0.0
2916,Room 43 Bar & Kitchen,170,5.0,$$ - $$$,False,51.466118,-0.152781,False,False,"Mediterranean, Middle Eastern, Persian","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Street Parking, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Jazz Bar",1.0,1.0,3.0,7.0,158.0,0.0
2917,Oliveto,247,4.0,$$ - $$$,False,51.493526,-0.150672,True,False,"Italian, Pizza, Mediterranean, European","Vegetarian friendly, Vegan options","Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service",17.0,21.0,37.0,90.0,82.0,0.0
2918,Lao Cafe,222,4.0,$$ - $$$,False,51.509995,-0.124876,True,False,"Asian, Thai","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Wine and Beer, Mastercard, Visa, Table Service",17.0,17.0,22.0,62.0,104.0,0.0
2919,The White Horse,411,4.0,$$ - $$$,False,51.47438,-0.200523,False,False,"Bar, British, Pub, Gastropub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",41.0,26.0,52.0,105.0,187.0,0.0
2920,Pizza Pilgrims,121,4.5,$$ - $$$,False,51.51509,-0.084058,False,False,"Italian, Pizza, European","Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",7.0,0.0,5.0,16.0,93.0,0.0
2921,Amor Gastronomia,36,4.5,$$ - $$$,False,51.54922,-0.108054,True,False,Italian,"Vegetarian friendly, Vegan options","Reservations, Seating, Serves Alcohol, Table Service",1.0,3.0,3.0,1.0,28.0,0.0
2922,Taste of India,230,4.0,$$ - $$$,False,51.5425,0.050157,True,False,"Indian, Asian","Vegetarian friendly, Vegan options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, Table Service",22.0,16.0,34.0,72.0,86.0,0.0
2923,Royal Albert Hall - Café Bar,127,4.0,$$ - $$$,False,51.500698,-0.177389,False,False,"Cafe, British",Gluten free options,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Non-smoking restaurants",3.0,8.0,30.0,54.0,32.0,0.0
2924,Liverpool Street Grind,170,4.5,$$ - $$$,False,51.51889,-0.08379,False,False,"Bar, British, Pub","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Non-smoking restaurants",15.0,9.0,7.0,13.0,126.0,0.0
2925,Art Yard Bar and Kitchen,68,4.0,$$ - $$$,False,51.507874,-0.105092,False,False,"European, British",Vegetarian friendly,"Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly",6.0,5.0,3.0,14.0,40.0,0.0
2926,George and Vulture,128,4.0,$$ - $$$,False,51.51289,-0.08582,False,False,British,The menu does not match the diets,"Reservations, Seating, Serves Alcohol, Wine and Beer, Mastercard, Visa, Digital Payments, Accepts Credit Cards, Table Service, Non-smoking restaurants",10.0,9.0,30.0,33.0,46.0,0.0
2927,Cha-louis Blackheath,12,5.0,$$ - $$$,False,51.46604,0.009254,False,False,"Asian, Thai",The menu does not match the diets,"Reservations, Seating, Accepts Credit Cards, Table Service",0.0,0.0,1.0,1.0,10.0,0.0
2928,Betsey Trotwood,63,4.0,$$ - $$$,False,51.52339,-0.108125,False,False,"Bar, British, Grill, Pub",The menu does not match the diets,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar",2.0,2.0,13.0,17.0,29.0,0.0
2929,Palmers,220,4.5,$$ - $$$,False,51.530136,-0.042924,False,False,British,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",5.0,1.0,12.0,45.0,157.0,0.0
2930,Uncle Tony's Taverna,123,4.0,$$ - $$$,False,51.60084,-0.193516,True,False,"Mediterranean, Greek","Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Seating, Street Parking, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts Credit Cards, Table Service",20.0,7.0,3.0,9.0,84.0,0.0
2931,Gem Restaurant,434,4.5,$$ - $$$,False,51.542835,-0.10294,True,False,"Mediterranean, European, Turkish, Greek, Middle Eastern","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Street Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Table Service, Live Music",23.0,13.0,24.0,84.0,290.0,0.0
2932,"Casa Manolo, Strand",170,4.5,$$ - $$$,False,51.51057,-0.120747,False,False,"Mediterranean, European, Spanish",The menu does not match the diets,"Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Free Wifi, Table Service, Gift Cards Available",11.0,5.0,4.0,40.0,110.0,0.0
2933,Hala,592,4.5,$$ - $$$,False,51.580338,-0.099264,True,False,"Mediterranean, Barbecue, Turkish, Middle Eastern","Vegetarian friendly, Vegan options, Halal, Gluten free options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",31.0,20.0,31.0,97.0,413.0,0.0
2934,Krua by Nathong,260,4.0,$$ - $$$,False,51.51332,-0.101801,True,False,"Asian, Thai","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Accepts Credit Cards, Table Service",9.0,9.0,28.0,91.0,123.0,0.0
